Project Name	Sample Number	Station ID	Sample Date	Sample Time	Sample Type	Cost Code	Agency Bill Code	Trip ID	Sample Description	Collector	Sample Received Date	Chain of Custody	Replicate Number	Test Number	Method Agency	Method ID	Method Description	Param Description	CAS Number	Matrix Description	Problem Identifier	Result Code	Result Value	Lower Report Limit	Method Detect Limit	Sample Detect Limit	Sample Report Limit	Units	Dilution Factor	Batch Number	Analysis Date	Project Comment	Sample Comment	Test Comment	Result Comment
C2020-01114	2250084		04/22/2020 12:00:00 AM	13:50		350	27		MZ51 MONTEZUMA LCB PZ1	JANAE WALLACE	04/23/2020 12:00:00 AM	F	1	10548736	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	K	7440-09-7	Water, Filtered			6.81	1	.5	1.0	2.0	MG-L	2.00	EPA200.7-20200427-1	04/24/2020 12:00:00 AM				
C2020-01114	2250084		04/22/2020 12:00:00 AM	13:50		350	27		MZ51 MONTEZUMA LCB PZ1	JANAE WALLACE	04/23/2020 12:00:00 AM	F	1	10548736	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Mg	7439-95-4	Water, Filtered			45.6	1	.5	1.0	2.0	MG-L	2.00	EPA200.7-20200427-1	04/24/2020 12:00:00 AM				
C2020-01114	2250084		04/22/2020 12:00:00 AM	13:50		350	27		MZ51 MONTEZUMA LCB PZ1	JANAE WALLACE	04/23/2020 12:00:00 AM	F	1	10548736	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Na	7440-23-5	Water, Filtered			263	1	.5	1.0	2.0	MG-L	2.00	EPA200.7-20200427-1	04/24/2020 12:00:00 AM				
C2020-01114	2250084		04/22/2020 12:00:00 AM	13:50		350	27		MZ51 MONTEZUMA LCB PZ1	JANAE WALLACE	04/23/2020 12:00:00 AM	F	1	10548738	EPA 	 200.8	EPA Method 200.8 ICP/MS Metals Data (from instrument)	Se	7782-49-2	Water, Filtered	<	U	1.0	1	0.5	0.5	1.0	UG-L	1.00	EPA200.8-20200428-1	04/27/2020 12:00:00 AM				
C2020-01114	2250084		04/22/2020 12:00:00 AM	13:50		350	27		MZ51 MONTEZUMA LCB PZ1	JANAE WALLACE	04/23/2020 12:00:00 AM	F	1	10548737	SM 	 2340B	SM2340B Hardness Calculation. Entries are computed on save	Hardness		Water, Filtered			333	6.62	3.33			MG-L							
C2020-01115	2249870		04/22/2020 12:00:00 AM	14:00		350	27		MZ52 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548351	EPA 	 120.1	EPA 120.1 Specific Conductivity	Conductivity		Water			947	2	0.083	0.083	2	UMHOS-CM	1	EPA120.1-20200430-1	04/30/2020 12:00:00 AM				
C2020-01115	2249870		04/22/2020 12:00:00 AM	14:00		350	27		MZ52 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548349	EPA 	 160.1	EPA 160.1 Total Dissolved Solids (TDS)	Total Dissolved Solids		Water			616	20.00	15.0	15.0	20.0	MG-L	1	EPA160.1-20200429-1	04/28/2020 12:00:00 AM				
C2020-01115	2249870		04/22/2020 12:00:00 AM	14:00		350	27		MZ52 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548350	EPA 	 160.2	EPA 160.2 Total Suspended Solids (TSS)	Total Suspended Solids		Water			20100	4.000	1.83	22.9	50.0	MG-L	12.5	EPA160.2-20200427-1	04/24/2020 12:00:00 AM				
C2020-01115	2249870		04/22/2020 12:00:00 AM	14:00		350	27		MZ52 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548345	EPA 	 180.1	EPA Method 180.1 Turbidity	Turbidity		Water			1047	0.1	0.096	0.096	0.1	NTU	1	EPA180.1-20200424-1	04/24/2020 12:00:00 AM				
C2020-01115	2249870		04/22/2020 12:00:00 AM	14:00		350	27		MZ52 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548347	EPA 	 325.2	EPA Method 325.2 Chloride	Chloride	16887-00-6	Water			16.6	3.5	0.35	0.35	3.5	MG-L	1	EPA325.2-20200424-1	04/24/2020 12:00:00 AM				
C2020-01115	2249870		04/22/2020 12:00:00 AM	14:00		350	27		MZ52 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548346	EPA 	 375.2	EPA Method 375.2 Sulfate	Sulfate	14808-79-8	Water			77.4	20.00	11.1	11.1	20.0	MG-L	1	EPA375.2-20200428-1	04/28/2020 12:00:00 AM				
C2020-01115	2249870		04/22/2020 12:00:00 AM	14:00		350	27		MZ52 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548348	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Calcium Carbonate		Water			434	4	3.92	19.6	20	MG-L	5	SM2320B-20200427-1	04/24/2020 12:00:00 AM				
C2020-01115	2249870		04/22/2020 12:00:00 AM	14:00		350	27		MZ52 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548348	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Carbonate		Water			260	0.001	0.001	0.005	0.005	MG-L	5	SM2320B-20200427-1	04/24/2020 12:00:00 AM				
C2020-01115	2249870		04/22/2020 12:00:00 AM	14:00		350	27		MZ52 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548348	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Bicarbonate	71-52-3	Water			529	0.001	0.001	0.005	0.005	MG-L	5	SM2320B-20200427-1	04/24/2020 12:00:00 AM				
C2020-01115	2249870		04/22/2020 12:00:00 AM	14:00		350	27		MZ52 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548348	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Carbonate	3812-32-6	Water		U	0	0.001	0.001	0.001	0.001	MG-L	5	SM2320B-20200427-1	04/24/2020 12:00:00 AM				
C2020-01115	2249870		04/22/2020 12:00:00 AM	14:00		350	27		MZ52 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548348	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Free Carbon Dioxide	124-38-9	Water			182	0.001	0.001	0.005	0.005	MG-L	5	SM2320B-20200427-1	04/24/2020 12:00:00 AM				
C2020-01115	2249870		04/22/2020 12:00:00 AM	14:00		350	27		MZ52 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548348	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Hydroxide		Water		U	0	0.001	0.001	0.001	0.001	MG-L	5	SM2320B-20200427-1	04/24/2020 12:00:00 AM				
C2020-01115	2249870		04/22/2020 12:00:00 AM	14:00		350	27		MZ52 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548348	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	pH		Water			6.679	0.001	0.001			NONE	5	SM2320B-20200427-1	04/24/2020 12:00:00 AM				
C2020-01115	2250085		04/22/2020 12:00:00 AM	14:00		350	27		MZ52 MONTEZUMA LCB PZ2	JANAE WALLACE	04/23/2020 12:00:00 AM	F	1	10548739	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Ca	7440-70-2	Water, Filtered			44.3	1	.5	0.5	1	MG-L	1.00	EPA200.7-20200427-1	04/24/2020 12:00:00 AM				
C2020-01115	2250085		04/22/2020 12:00:00 AM	14:00		350	27		MZ52 MONTEZUMA LCB PZ2	JANAE WALLACE	04/23/2020 12:00:00 AM	F	1	10548739	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	K	7440-09-7	Water, Filtered			3.96	1	.5	0.5	1	MG-L	1.00	EPA200.7-20200427-1	04/24/2020 12:00:00 AM				
C2020-01115	2250085		04/22/2020 12:00:00 AM	14:00		350	27		MZ52 MONTEZUMA LCB PZ2	JANAE WALLACE	04/23/2020 12:00:00 AM	F	1	10548739	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Mg	7439-95-4	Water, Filtered			32.9	1	.5	0.5	1	MG-L	1.00	EPA200.7-20200427-1	04/24/2020 12:00:00 AM				
C2020-01115	2250085		04/22/2020 12:00:00 AM	14:00		350	27		MZ52 MONTEZUMA LCB PZ2	JANAE WALLACE	04/23/2020 12:00:00 AM	F	1	10548739	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Na	7440-23-5	Water, Filtered			144	1	.5	0.5	1	MG-L	1.00	EPA200.7-20200427-1	04/24/2020 12:00:00 AM				
C2020-01115	2250085		04/22/2020 12:00:00 AM	14:00		350	27		MZ52 MONTEZUMA LCB PZ2	JANAE WALLACE	04/23/2020 12:00:00 AM	F	1	10548741	EPA 	 200.8	EPA Method 200.8 ICP/MS Metals Data (from instrument)	Se	7782-49-2	Water, Filtered	<	U	1.0	1	0.5	0.5	1.0	UG-L	1.00	EPA200.8-20200428-1	04/27/2020 12:00:00 AM				
C2020-01115	2250085		04/22/2020 12:00:00 AM	14:00		350	27		MZ52 MONTEZUMA LCB PZ2	JANAE WALLACE	04/23/2020 12:00:00 AM	F	1	10548740	SM 	 2340B	SM2340B Hardness Calculation. Entries are computed on save	Hardness		Water, Filtered			246	6.62	3.33			MG-L							
C2020-01116	2249871		04/22/2020 12:00:00 AM	14:35		350	27		MZ53 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548365	EPA 	 120.1	EPA 120.1 Specific Conductivity	Conductivity		Water			910	2	0.083	0.083	2	UMHOS-CM	1	EPA120.1-20200430-1	04/30/2020 12:00:00 AM				
C2020-01116	2249871		04/22/2020 12:00:00 AM	14:35		350	27		MZ53 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548363	EPA 	 160.1	EPA 160.1 Total Dissolved Solids (TDS)	Total Dissolved Solids		Water			532	20.00	15.0	15.0	20.0	MG-L	1	EPA160.1-20200429-1	04/28/2020 12:00:00 AM				
C2020-01116	2249871		04/22/2020 12:00:00 AM	14:35		350	27		MZ53 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548364	EPA 	 160.2	EPA 160.2 Total Suspended Solids (TSS)	Total Suspended Solids		Water			3060	4.000	1.83	22.9	50.0	MG-L	12.5	EPA160.2-20200427-1	04/24/2020 12:00:00 AM				
C2020-01116	2249871		04/22/2020 12:00:00 AM	14:35		350	27		MZ53 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548359	EPA 	 180.1	EPA Method 180.1 Turbidity	Turbidity		Water			297	0.1	0.096	0.096	0.1	NTU	1	EPA180.1-20200424-1	04/24/2020 12:00:00 AM				
C2020-01116	2249871		04/22/2020 12:00:00 AM	14:35		350	27		MZ53 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548361	EPA 	 325.2	EPA Method 325.2 Chloride	Chloride	16887-00-6	Water			14.8	3.5	0.35	0.35	3.5	MG-L	1	EPA325.2-20200424-1	04/24/2020 12:00:00 AM				
C2020-01116	2249871		04/22/2020 12:00:00 AM	14:35		350	27		MZ53 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548360	EPA 	 375.2	EPA Method 375.2 Sulfate	Sulfate	14808-79-8	Water			75.4	20.00	11.1	11.1	20.0	MG-L	1	EPA375.2-20200428-1	04/28/2020 12:00:00 AM				
C2020-01116	2249871		04/22/2020 12:00:00 AM	14:35		350	27		MZ53 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548362	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Calcium Carbonate		Water			400	4	3.92	19.6	20	MG-L	5	SM2320B-20200427-1	04/24/2020 12:00:00 AM				
C2020-01116	2249871		04/22/2020 12:00:00 AM	14:35		350	27		MZ53 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548362	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Carbonate		Water			240	0.001	0.001	0.005	0.005	MG-L	5	SM2320B-20200427-1	04/24/2020 12:00:00 AM				
C2020-01116	2249871		04/22/2020 12:00:00 AM	14:35		350	27		MZ53 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548362	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Bicarbonate	71-52-3	Water			488	0.001	0.001	0.005	0.005	MG-L	5	SM2320B-20200427-1	04/24/2020 12:00:00 AM				
C2020-01116	2249871		04/22/2020 12:00:00 AM	14:35		350	27		MZ53 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548362	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Carbonate	3812-32-6	Water		U	0	0.001	0.001	0.001	0.001	MG-L	5	SM2320B-20200427-1	04/24/2020 12:00:00 AM				
C2020-01116	2249871		04/22/2020 12:00:00 AM	14:35		350	27		MZ53 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548362	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Free Carbon Dioxide	124-38-9	Water			352	0.001	0.001	0.005	0.005	MG-L	5	SM2320B-20200427-1	04/24/2020 12:00:00 AM				
C2020-01116	2249871		04/22/2020 12:00:00 AM	14:35		350	27		MZ53 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548362	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Hydroxide		Water		U	0	0.001	0.001	0.001	0.001	MG-L	5	SM2320B-20200427-1	04/24/2020 12:00:00 AM				
C2020-01116	2249871		04/22/2020 12:00:00 AM	14:35		350	27		MZ53 MONTEZUMA LCB PZ2	JW	04/23/2020 12:00:00 AM	F	1	10548362	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	pH		Water			6.356	0.001	0.001			NONE	5	SM2320B-20200427-1	04/24/2020 12:00:00 AM				
C2020-01116	2250086		04/22/2020 12:00:00 AM	14:35		350	27		MZ53 MONTEZUMA LCB PZ2	JANAE WALLACE	04/23/2020 12:00:00 AM	F	1	10548742	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Ca	7440-70-2	Water, Filtered			50.3	1	.5	0.5	1	MG-L	1.00	EPA200.7-20200427-1	04/24/2020 12:00:00 AM				
C2020-01116	2250086		04/22/2020 12:00:00 AM	14:35		350	27		MZ53 MONTEZUMA LCB PZ2	JANAE WALLACE	04/23/2020 12:00:00 AM	F	1	10548742	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	K	7440-09-7	Water, Filtered			2.46	1	.5	0.5	1	MG-L	1.00	EPA200.7-20200427-1	04/24/2020 12:00:00 AM				
C2020-01116	2250086		04/22/2020 12:00:00 AM	14:35		350	27		MZ53 MONTEZUMA LCB PZ2	JANAE WALLACE	04/23/2020 12:00:00 AM	F	1	10548742	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Mg	7439-95-4	Water, Filtered			36.7	1	.5	0.5	1	MG-L	1.00	EPA200.7-20200427-1	04/24/2020 12:00:00 AM				
C2020-01116	2250086		04/22/2020 12:00:00 AM	14:35		350	27		MZ53 MONTEZUMA LCB PZ2	JANAE WALLACE	04/23/2020 12:00:00 AM	F	1	10548742	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Na	7440-23-5	Water, Filtered			114	1	.5	0.5	1	MG-L	1.00	EPA200.7-20200427-1	04/24/2020 12:00:00 AM				
C2020-01116	2250086		04/22/2020 12:00:00 AM	14:35		350	27		MZ53 MONTEZUMA LCB PZ2	JANAE WALLACE	04/23/2020 12:00:00 AM	F	1	10548744	EPA 	 200.8	EPA Method 200.8 ICP/MS Metals Data (from instrument)	Se	7782-49-2	Water, Filtered	<	U	1.0	1	0.5	0.5	1.0	UG-L	1.00	EPA200.8-20200428-1	04/27/2020 12:00:00 AM				
C2020-01116	2250086		04/22/2020 12:00:00 AM	14:35		350	27		MZ53 MONTEZUMA LCB PZ2	JANAE WALLACE	04/23/2020 12:00:00 AM	F	1	10548743	SM 	 2340B	SM2340B Hardness Calculation. Entries are computed on save	Hardness		Water, Filtered			277	6.62	3.33			MG-L							
C2020-01118	2249884		04/17/2020 12:00:00 AM	10:30		350	27		01W CASTLE VALLEY OPEN LANDS PLACER	JW	04/23/2020 12:00:00 AM	F	1	10548429	EPA 	 120.1	EPA 120.1 Specific Conductivity	Conductivity		Water			398	2	0.083	0.083	2	UMHOS-CM	1	EPA120.1-20200430-1	04/30/2020 12:00:00 AM				
C2020-01118	2249884		04/17/2020 12:00:00 AM	10:30		350	27		01W CASTLE VALLEY OPEN LANDS PLACER	JW	04/23/2020 12:00:00 AM	F	1	10548427	EPA 	 160.1	EPA 160.1 Total Dissolved Solids (TDS)	Total Dissolved Solids		Water			240	20.00	15.0	15.0	20.0	MG-L	1	EPA160.1-20200427-1	04/24/2020 12:00:00 AM				
C2020-01118	2249884		04/17/2020 12:00:00 AM	10:30		350	27		01W CASTLE VALLEY OPEN LANDS PLACER	JW	04/23/2020 12:00:00 AM	F	1	10548428	EPA 	 160.2	EPA 160.2 Total Suspended Solids (TSS)	Total Suspended Solids		Water	<	U	4.0	4.000	1.83	1.83	4.00	MG-L	1	EPA160.2-20200427-1	04/24/2020 12:00:00 AM				
C2020-01118	2249884		04/17/2020 12:00:00 AM	10:30		350	27		01W CASTLE VALLEY OPEN LANDS PLACER	JW	04/23/2020 12:00:00 AM	F	1	10548423	EPA 	 180.1	EPA Method 180.1 Turbidity	Turbidity		Water		W	0.412	0.1	0.096	0.096	0.1	NTU	1	EPA180.1-20200424-1	04/24/2020 12:00:00 AM				
C2020-01118	2249884		04/17/2020 12:00:00 AM	10:30		350	27		01W CASTLE VALLEY OPEN LANDS PLACER	JW	04/23/2020 12:00:00 AM	F	1	10548425	EPA 	 325.2	EPA Method 325.2 Chloride	Chloride	16887-00-6	Water			16.6	3.5	0.35	0.35	3.5	MG-L	1	EPA325.2-20200424-1	04/24/2020 12:00:00 AM				
C2020-01118	2249884		04/17/2020 12:00:00 AM	10:30		350	27		01W CASTLE VALLEY OPEN LANDS PLACER	JW	04/23/2020 12:00:00 AM	F	1	10548424	EPA 	 375.2	EPA Method 375.2 Sulfate	Sulfate	14808-79-8	Water			53.5	20.00	11.1	11.1	20.0	MG-L	1	EPA375.2-20200428-1	04/28/2020 12:00:00 AM				
C2020-01118	2249884		04/17/2020 12:00:00 AM	10:30		350	27		01W CASTLE VALLEY OPEN LANDS PLACER	JW	04/23/2020 12:00:00 AM	F	1	10548426	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Calcium Carbonate		Water			126	4	3.92	3.92	4	MG-L	1	SM2320B-20200427-1	04/24/2020 12:00:00 AM				
C2020-01118	2249884		04/17/2020 12:00:00 AM	10:30		350	27		01W CASTLE VALLEY OPEN LANDS PLACER	JW	04/23/2020 12:00:00 AM	F	1	10548426	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Carbonate		Water			75.6	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200427-1	04/24/2020 12:00:00 AM				
C2020-01118	2249884		04/17/2020 12:00:00 AM	10:30		350	27		01W CASTLE VALLEY OPEN LANDS PLACER	JW	04/23/2020 12:00:00 AM	F	1	10548426	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Bicarbonate	71-52-3	Water			154	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200427-1	04/24/2020 12:00:00 AM				
C2020-01118	2249884		04/17/2020 12:00:00 AM	10:30		350	27		01W CASTLE VALLEY OPEN LANDS PLACER	JW	04/23/2020 12:00:00 AM	F	1	10548426	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Carbonate	3812-32-6	Water		U	0	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200427-1	04/24/2020 12:00:00 AM				
C2020-01118	2249884		04/17/2020 12:00:00 AM	10:30		350	27		01W CASTLE VALLEY OPEN LANDS PLACER	JW	04/23/2020 12:00:00 AM	F	1	10548426	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Free Carbon Dioxide	124-38-9	Water			68.6	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200427-1	04/24/2020 12:00:00 AM				
C2020-01118	2249884		04/17/2020 12:00:00 AM	10:30		350	27		01W CASTLE VALLEY OPEN LANDS PLACER	JW	04/23/2020 12:00:00 AM	F	1	10548426	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Hydroxide		Water		U	0	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200427-1	04/24/2020 12:00:00 AM				
C2020-01118	2249884		04/17/2020 12:00:00 AM	10:30		350	27		01W CASTLE VALLEY OPEN LANDS PLACER	JW	04/23/2020 12:00:00 AM	F	1	10548426	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	pH		Water			6.565	0.001	0.001			NONE	1	SM2320B-20200427-1	04/24/2020 12:00:00 AM				
C2020-01118	2249885		04/17/2020 12:00:00 AM	10:30		350	27		01W CASTLE VALLEY OPEN LANDS PLACER	JW	04/23/2020 12:00:00 AM	F	1	10548431	EPA 	 353.2	EPA Method 353.2 Nitrate + Nitrite	Nitrate + Nitrite as Nitrogen		Water			0.232	0.100	0.023	0.023	0.1	MG-L	1	EPA353.2-NO32-20200429-1	04/29/2020 12:00:00 AM				
C2020-01118	2250087		04/17/2020 12:00:00 AM	10:30		350	27		01W CASTLE VALLEY OPEN LANDS PLACER	JANAE WALLACE	04/23/2020 12:00:00 AM	F	1	10548745	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Ca	7440-70-2	Water, Filtered			46.3	1	.5	0.5	1	MG-L	1.00	EPA200.7-20200427-1	04/24/2020 12:00:00 AM				
C2020-01118	2250087		04/17/2020 12:00:00 AM	10:30		350	27		01W CASTLE VALLEY OPEN LANDS PLACER	JANAE WALLACE	04/23/2020 12:00:00 AM	F	1	10548745	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	K	7440-09-7	Water, Filtered			1.42	1	.5	0.5	1	MG-L	1.00	EPA200.7-20200427-1	04/24/2020 12:00:00 AM				
C2020-01118	2250087		04/17/2020 12:00:00 AM	10:30		350	27		01W CASTLE VALLEY OPEN LANDS PLACER	JANAE WALLACE	04/23/2020 12:00:00 AM	F	1	10548745	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Mg	7439-95-4	Water, Filtered			12.8	1	.5	0.5	1	MG-L	1.00	EPA200.7-20200427-1	04/24/2020 12:00:00 AM				
C2020-01118	2250087		04/17/2020 12:00:00 AM	10:30		350	27		01W CASTLE VALLEY OPEN LANDS PLACER	JANAE WALLACE	04/23/2020 12:00:00 AM	F	1	10548745	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Na	7440-23-5	Water, Filtered			16.5	1	.5	0.5	1	MG-L	1.00	EPA200.7-20200427-1	04/24/2020 12:00:00 AM				
C2020-01118	2250087		04/17/2020 12:00:00 AM	10:30		350	27		01W CASTLE VALLEY OPEN LANDS PLACER	JANAE WALLACE	04/23/2020 12:00:00 AM	F	1	10548746	SM 	 2340B	SM2340B Hardness Calculation. Entries are computed on save	Hardness		Water, Filtered			168	6.62	3.33			MG-L							
C2020-01119	2249886		04/17/2020 12:00:00 AM	12:00		350	27		02W CASTLE VALLEY BAILEY LANE	JW	04/23/2020 12:00:00 AM	F	1	10548438	EPA 	 120.1	EPA 120.1 Specific Conductivity	Conductivity		Water			453	2	0.083	0.083	2	UMHOS-CM	1	EPA120.1-20200430-1	04/30/2020 12:00:00 AM				
C2020-01119	2249886		04/17/2020 12:00:00 AM	12:00		350	27		02W CASTLE VALLEY BAILEY LANE	JW	04/23/2020 12:00:00 AM	F	1	10548436	EPA 	 160.1	EPA 160.1 Total Dissolved Solids (TDS)	Total Dissolved Solids		Water			284	20.00	15.0	15.0	20.0	MG-L	1	EPA160.1-20200427-1	04/24/2020 12:00:00 AM				
C2020-01119	2249886		04/17/2020 12:00:00 AM	12:00		350	27		02W CASTLE VALLEY BAILEY LANE	JW	04/23/2020 12:00:00 AM	F	1	10548437	EPA 	 160.2	EPA 160.2 Total Suspended Solids (TSS)	Total Suspended Solids		Water			6.0	4.000	1.83	1.83	4.00	MG-L	1	EPA160.2-20200427-1	04/24/2020 12:00:00 AM				
C2020-01119	2249886		04/17/2020 12:00:00 AM	12:00		350	27		02W CASTLE VALLEY BAILEY LANE	JW	04/23/2020 12:00:00 AM	F	1	10548432	EPA 	 180.1	EPA Method 180.1 Turbidity	Turbidity		Water		W	2.2	0.1	0.096	0.096	0.1	NTU	1	EPA180.1-20200424-1	04/24/2020 12:00:00 AM				
C2020-01119	2249886		04/17/2020 12:00:00 AM	12:00		350	27		02W CASTLE VALLEY BAILEY LANE	JW	04/23/2020 12:00:00 AM	F	1	10548434	EPA 	 325.2	EPA Method 325.2 Chloride	Chloride	16887-00-6	Water			19.9	3.5	0.35	0.35	3.5	MG-L	1	EPA325.2-20200424-1	04/24/2020 12:00:00 AM				
C2020-01119	2249886		04/17/2020 12:00:00 AM	12:00		350	27		02W CASTLE VALLEY BAILEY LANE	JW	04/23/2020 12:00:00 AM	F	1	10548433	EPA 	 375.2	EPA Method 375.2 Sulfate	Sulfate	14808-79-8	Water			75.5	20.00	11.1	11.1	20.0	MG-L	1	EPA375.2-20200428-1	04/28/2020 12:00:00 AM				
C2020-01119	2249886		04/17/2020 12:00:00 AM	12:00		350	27		02W CASTLE VALLEY BAILEY LANE	JW	04/23/2020 12:00:00 AM	F	1	10548435	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Calcium Carbonate		Water			127	4	3.92	3.92	4	MG-L	1	SM2320B-20200427-1	04/24/2020 12:00:00 AM				
C2020-01119	2249886		04/17/2020 12:00:00 AM	12:00		350	27		02W CASTLE VALLEY BAILEY LANE	JW	04/23/2020 12:00:00 AM	F	1	10548435	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Carbonate		Water			76.3	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200427-1	04/24/2020 12:00:00 AM				
C2020-01119	2249886		04/17/2020 12:00:00 AM	12:00		350	27		02W CASTLE VALLEY BAILEY LANE	JW	04/23/2020 12:00:00 AM	F	1	10548435	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Bicarbonate	71-52-3	Water			155	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200427-1	04/24/2020 12:00:00 AM				
